Image ID	Data Group	Block ID	Captured Date	File Location	ScanScope ID
110511	Human IBD Samples	MS-15-07927_C1	1/29/18 17:21	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110511.svs	WPRDUSBNR5BZ1
110512	Human IBD Samples	MS-15-17094_E1	1/29/18 17:22	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110512.svs	WPRDUSBNR5BZ1
110515	Human IBD Samples	MS-15-09856_G1	1/29/18 17:24	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110515.svs	WPRDUSBNR5BZ1
110517	Human IBD Samples	MS-15-17932_G1	1/29/18 17:25	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110517.svs	WPRDUSBNR5BZ1
110518	Human IBD Samples	MS-15-17932_H1	1/29/18 17:26	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110518.svs	WPRDUSBNR5BZ1
110521	Human IBD Samples	MS-15-9471_I1	1/29/18 17:28	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110521.svs	WPRDUSBNR5BZ1
110522	Human IBD Samples	MS-15-05873_D1	1/29/18 17:29	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110522.svs	WPRDUSBNR5BZ1
110524	Human IBD Samples	MS-15-05873_E1	1/29/18 17:30	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110524.svs	WPRDUSBNR5BZ1
110526	Human IBD Samples	MS-15-12830_A1	1/29/18 17:31	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110526.svs	WPRDUSBNR5BZ1
110527	Human IBD Samples	MS-15-12830_B1	1/29/18 17:31	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110527.svs	WPRDUSBNR5BZ1
110528	Human IBD Samples	MS-15-23078_D1	1/29/18 17:32	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110528.svs	WPRDUSBNR5BZ1
110530	Human IBD Samples	MS-15-23078_C1	1/29/18 17:33	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110530.svs	WPRDUSBNR5BZ1
110531	Human IBD Samples	MS-15-23307_B1	1/29/18 17:34	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110531.svs	WPRDUSBNR5BZ1
110535	Human IBD Samples	MS-15-11588_M1	1/29/18 17:36	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110535.svs	WPRDUSBNR5BZ1
110536	Human IBD Samples	MS-15-11588_L1	1/29/18 17:37	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110536.svs	WPRDUSBNR5BZ1
110537	Human IBD Samples	MS-15-09250_G1	1/29/18 17:38	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110537.svs	WPRDUSBNR5BZ1
110539	Human IBD Samples	MS-15-07948_H1	1/29/18 17:39	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110539.svs	WPRDUSBNR5BZ1
110540	Human IBD Samples	MS-15-07953	1/29/18 17:39	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110540.svs	WPRDUSBNR5BZ1
110542	Human IBD Samples	MS-15-07953	1/29/18 17:40	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110542.svs	WPRDUSBNR5BZ1
110545	Human IBD Samples	MS-15-26746	1/29/18 17:42	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110545.svs	WPRDUSBNR5BZ1
110546	Human IBD Samples	MS-15-26746	1/29/18 17:43	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110546.svs	WPRDUSBNR5BZ1
110547	Human IBD Samples	MS-15-16460_G1	1/29/18 17:43	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110547.svs	WPRDUSBNR5BZ1
110548	Human IBD Samples	MS-15-16460_H1	1/29/18 17:44	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110548.svs	WPRDUSBNR5BZ1
110549	Human IBD Samples	MS-15-08306	1/29/18 17:45	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110549.svs	WPRDUSBNR5BZ1
110552	Human IBD Samples	MS-15-06512_A1	1/29/18 17:46	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110552.svs	WPRDUSBNR5BZ1
110554	Human IBD Samples	MS-15-06642_E1	1/29/18 17:47	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110554.svs	WPRDUSBNR5BZ1
110555	Human IBD Samples	MS-15-06642_F1	1/29/18 17:48	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110555.svs	WPRDUSBNR5BZ1
110556	Human IBD Samples	MS-15-06617	1/29/18 17:49	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110556.svs	WPRDUSBNR5BZ1
110557	Human IBD Samples	MS-15-06617	1/29/18 17:50	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110557.svs	WPRDUSBNR5BZ1
110559	Human IBD Samples	MS-15-06908_E1	1/29/18 17:51	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110559.svs	WPRDUSBNR5BZ1
110560	Human IBD Samples	MS-15-06908_F1	1/29/18 17:51	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110560.svs	WPRDUSBNR5BZ1
110561	Human IBD Samples	MS-15-06910_E1	1/29/18 17:52	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110561.svs	WPRDUSBNR5BZ1
110562	Human IBD Samples	MS-15-06910_F1	1/29/18 17:53	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110562.svs	WPRDUSBNR5BZ1
110563	Human IBD Samples	MS-15-06910_G1	1/29/18 17:54	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110563.svs	WPRDUSBNR5BZ1
110564	Human IBD Samples	MS-15-06819	1/29/18 17:55	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110564.svs	WPRDUSBNR5BZ1
110565	Human IBD Samples	MS-15-06819	1/29/18 17:56	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110565.svs	WPRDUSBNR5BZ1
110567	Human IBD Samples	MS-15-07256_G1	1/29/18 17:57	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110567.svs	WPRDUSBNR5BZ1
110569	Human IBD Samples	MS-15-07279_C1	1/29/18 17:58	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110569.svs	WPRDUSBNR5BZ1
110571	Human IBD Samples	MS-15-07340_G1	1/29/18 17:59	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110571.svs	WPRDUSBNR5BZ1
110572	Human IBD Samples	MS-15-07340_H1	1/29/18 18:00	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110572.svs	WPRDUSBNR5BZ1
110573	Human IBD Samples	MS-15-07604_C1	1/29/18 18:01	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110573.svs	WPRDUSBNR5BZ1
110574	Human IBD Samples	MS-15-07604_D1	1/29/18 18:02	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110574.svs	WPRDUSBNR5BZ1
110575	Human IBD Samples	MS-15-08355_E1	1/29/18 18:02	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110575.svs	WPRDUSBNR5BZ1
110576	Human IBD Samples	MS-15-08355_F1	1/29/18 18:03	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110576.svs	WPRDUSBNR5BZ1
110578	Human IBD Samples	MS-15-12109_C1	1/29/18 18:04	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110578.svs	WPRDUSBNR5BZ1
110579	Human IBD Samples	MS-15-12109_D1	1/29/18 18:05	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110579.svs	WPRDUSBNR5BZ1
110580	Human IBD Samples	MS-15-33699_G1	1/29/18 18:05	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110580.svs	WPRDUSBNR5BZ1
110581	Human IBD Samples	MS-15-33699_H1	1/29/18 18:06	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110581.svs	WPRDUSBNR5BZ1
110582	Human IBD Samples	MS-15-33699_F1	1/29/18 18:07	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110582.svs	WPRDUSBNR5BZ1
110583	Human IBD Samples	MS-15-26993_C1	1/29/18 18:07	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110583.svs	WPRDUSBNR5BZ1
110584	Human IBD Samples	MS-15-16875_D1	1/29/18 18:08	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110584.svs	WPRDUSBNR5BZ1
110585	Human IBD Samples	MS-15-16875_E1	1/29/18 18:09	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110585.svs	WPRDUSBNR5BZ1
110588	Human IBD Samples	MS-16-00282_D1	1/29/18 18:11	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110588.svs	WPRDUSBNR5BZ1
110590	Human IBD Samples	MS-15-12972_C1	1/29/18 18:11	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110590.svs	WPRDUSBNR5BZ1
110591	Human IBD Samples	MS-15-12972_D1	1/29/18 18:12	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110591.svs	WPRDUSBNR5BZ1
110592	Human IBD Samples	MS-15-12826_F1	1/29/18 18:13	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110592.svs	WPRDUSBNR5BZ1
110593	Human IBD Samples	MS-15-12826_G1	1/29/18 18:14	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110593.svs	WPRDUSBNR5BZ1
110594	Human IBD Samples	MS-15-08749_B1	1/29/18 18:14	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110594.svs	WPRDUSBNR5BZ1
110596	Human IBD Samples	MS-15-09258_L1	1/29/18 18:16	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110596.svs	WPRDUSBNR5BZ1
110597	Human IBD Samples	MS-15-09258_M1	1/29/18 18:17	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110597.svs	WPRDUSBNR5BZ1
110598	Human IBD Samples	MS-15-08728_F1	1/29/18 18:17	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110598.svs	WPRDUSBNR5BZ1
110599	Human IBD Samples	MS-15-08728_G1	1/29/18 18:18	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110599.svs	WPRDUSBNR5BZ1
110600	Human IBD Samples	MS-15-09390_C1	1/29/18 18:19	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110600.svs	WPRDUSBNR5BZ1
110601	Human IBD Samples	MS-15-09390_D1	1/29/18 18:20	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110601.svs	WPRDUSBNR5BZ1
110602	Human IBD Samples	MS-15-09247_C1	1/29/18 18:20	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110602.svs	WPRDUSBNR5BZ1
110605	Human IBD Samples	MS-15-09440_C1	1/29/18 18:22	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110605.svs	WPRDUSBNR5BZ1
110607	Human IBD Samples	MS-15-09287_D1	1/29/18 18:23	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110607.svs	WPRDUSBNR5BZ1
110608	Human IBD Samples	MS-15-09287_E1	1/29/18 18:24	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110608.svs	WPRDUSBNR5BZ1
110609	Human IBD Samples	MS-15-09404_D1	1/29/18 18:24	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110609.svs	WPRDUSBNR5BZ1
110611	Human IBD Samples	MS-15-09561_H1	1/29/18 18:25	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110611.svs	WPRDUSBNR5BZ1
110612	Human IBD Samples	MS-15-09561_I1	1/29/18 18:26	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110612.svs	WPRDUSBNR5BZ1
110613	Human IBD Samples	MS-15-09561_J1	1/29/18 18:27	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110613.svs	WPRDUSBNR5BZ1
110614	Human IBD Samples	MS-15-09660_F1	1/29/18 18:27	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110614.svs	WPRDUSBNR5BZ1
110615	Human IBD Samples	MS-15-09660_G1	1/29/18 18:28	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110615.svs	WPRDUSBNR5BZ1
110616	Human IBD Samples	MS-15-09685_D1	1/29/18 18:29	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110616.svs	WPRDUSBNR5BZ1
110618	Human IBD Samples	MS-15-09685_E1	1/29/18 18:30	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110618.svs	WPRDUSBNR5BZ1
110619	Human IBD Samples	MS-15-09683_G1	1/29/18 18:31	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110619.svs	WPRDUSBNR5BZ1
110620	Human IBD Samples	MS-15-09683_H1	1/29/18 18:31	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110620.svs	WPRDUSBNR5BZ1
110621	Human IBD Samples	MS-15-09911_B1	1/29/18 18:32	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110621.svs	WPRDUSBNR5BZ1
110622	Human IBD Samples	MS-15-09911_C1	1/29/18 18:33	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110622.svs	WPRDUSBNR5BZ1
110623	Human IBD Samples	MS-15-09912_E1	1/29/18 18:33	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110623.svs	WPRDUSBNR5BZ1
110624	Human IBD Samples	MS-15-09912_F1	1/29/18 18:34	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110624.svs	WPRDUSBNR5BZ1
110625	Human IBD Samples	MS-15-09965_C1	1/29/18 18:35	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110625.svs	WPRDUSBNR5BZ1
110626	Human IBD Samples	MS-15-09965_D1	1/29/18 18:36	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110626.svs	WPRDUSBNR5BZ1
110627	Human IBD Samples	MS-15-10658_E1	1/29/18 18:36	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110627.svs	WPRDUSBNR5BZ1
110629	Human IBD Samples	MS-15-06509_A1	1/29/18 18:38	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110629.svs	WPRDUSBNR5BZ1
110630	Human IBD Samples	MS-15-06509_H1	1/29/18 18:38	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110630.svs	WPRDUSBNR5BZ1
110631	Human IBD Samples	MS-15-06509_K1	1/29/18 18:39	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110631.svs	WPRDUSBNR5BZ1
110635	Human IBD Samples	MS-15-18179_H1	1/29/18 18:41	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110635.svs	WPRDUSBNR5BZ1
110637	Human IBD Samples	MS-15-12832_D1	1/29/18 18:42	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110637.svs	WPRDUSBNR5BZ1
110638	Human IBD Samples	MS-15-12832_E1	1/29/18 18:43	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110638.svs	WPRDUSBNR5BZ1
110639	Human IBD Samples	MS-15-11371_C1	1/29/18 18:43	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110639.svs	WPRDUSBNR5BZ1
110640	Human IBD Samples	MS-15-11371_D1	1/29/18 18:44	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110640.svs	WPRDUSBNR5BZ1
110641	Human IBD Samples	MS-15-18913_H1	1/29/18 18:45	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110641.svs	WPRDUSBNR5BZ1
110642	Human IBD Samples	MS-15-09831_H1	1/29/18 18:46	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110642.svs	WPRDUSBNR5BZ1
110643	Human IBD Samples	MS-15-09831_I1	1/29/18 18:46	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110643.svs	WPRDUSBNR5BZ1
110644	Human IBD Samples	MS-15-09857_H1	1/29/18 18:47	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110644.svs	WPRDUSBNR5BZ1
110645	Human IBD Samples	MS-15-09857_I1	1/29/18 18:48	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110645.svs	WPRDUSBNR5BZ1
110646	Human IBD Samples	MS-15-10660_F1	1/29/18 18:49	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110646.svs	WPRDUSBNR5BZ1
110647	Human IBD Samples	MS-15-10660_G1	1/29/18 18:49	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110647.svs	WPRDUSBNR5BZ1
110648	Human IBD Samples	MS-15-10269_B1	1/29/18 18:50	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110648.svs	WPRDUSBNR5BZ1
110649	Human IBD Samples	MS-15-10269_G1	1/29/18 18:51	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110649.svs	WPRDUSBNR5BZ1
110651	Human IBD Samples	MS-15-10269_H1	1/29/18 18:52	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110651.svs	WPRDUSBNR5BZ1
110652	Human IBD Samples	MS-15-10269_I1	1/29/18 18:52	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110652.svs	WPRDUSBNR5BZ1
110653	Human IBD Samples	MS-15-14484_D1	1/29/18 18:53	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110653.svs	WPRDUSBNR5BZ1
110654	Human IBD Samples	MS-15-14484_E1	1/29/18 18:54	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110654.svs	WPRDUSBNR5BZ1
110655	Human IBD Samples	MS-15-10773_C1	1/29/18 18:54	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110655.svs	WPRDUSBNR5BZ1
110657	Human IBD Samples	MS-15-10811_D1	1/29/18 18:56	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110657.svs	WPRDUSBNR5BZ1
110658	Human IBD Samples	MS-15-10811_E1	1/29/18 18:57	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110658.svs	WPRDUSBNR5BZ1
110659	Human IBD Samples	MS-15-10807_H1	1/29/18 18:57	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110659.svs	WPRDUSBNR5BZ1
110660	Human IBD Samples	MS-15-10807_G1	1/29/18 18:58	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110660.svs	WPRDUSBNR5BZ1
110661	Human IBD Samples	MS-15-10782_J1	1/29/18 18:59	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110661.svs	WPRDUSBNR5BZ1
110663	Human IBD Samples	MS-15-10782_K1	1/29/18 19:00	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110663.svs	WPRDUSBNR5BZ1
110664	Human IBD Samples	MS-15-11524_F1	1/29/18 19:00	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110664.svs	WPRDUSBNR5BZ1
110665	Human IBD Samples	MS-15-11524_G1	1/29/18 19:01	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110665.svs	WPRDUSBNR5BZ1
110667	Human IBD Samples	MS-15-11738_E1	1/29/18 19:02	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110667.svs	WPRDUSBNR5BZ1
110668	Human IBD Samples	MS-15-12204_B1	1/29/18 19:03	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110668.svs	WPRDUSBNR5BZ1
110669	Human IBD Samples	MS-15-12204_C1	1/29/18 19:04	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110669.svs	WPRDUSBNR5BZ1
110670	Human IBD Samples	MS-15-12234_B1	1/29/18 19:05	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110670.svs	WPRDUSBNR5BZ1
110672	Human IBD Samples	MS-15-27286_H1	1/29/18 19:06	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110672.svs	WPRDUSBNR5BZ1
110673	Human IBD Samples	MS-15-27286_I1	1/29/18 19:07	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110673.svs	WPRDUSBNR5BZ1
110674	Human IBD Samples	MS-15-27286_J1	1/29/18 19:07	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110674.svs	WPRDUSBNR5BZ1
110675	Human IBD Samples	MS-15-30933_F1	1/29/18 19:08	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110675.svs	WPRDUSBNR5BZ1
110677	Human IBD Samples	MS-15-30933_G1	1/29/18 19:09	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110677.svs	WPRDUSBNR5BZ1
110679	Human IBD Samples	MS-16-22854_H1	1/29/18 19:10	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110679.svs	WPRDUSBNR5BZ1
110680	Human IBD Samples	MS-16-22854_I1	1/29/18 19:11	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110680.svs	WPRDUSBNR5BZ1
110682	Human IBD Samples	MS-15-19353_D1	1/29/18 19:12	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110682.svs	WPRDUSBNR5BZ1
110683	Human IBD Samples	MS-15-19353_C1	1/29/18 19:13	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110683.svs	WPRDUSBNR5BZ1
110685	Human IBD Samples	MS-15-29303_F1	1/29/18 19:13	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110685.svs	WPRDUSBNR5BZ1
110686	Human IBD Samples	MS-15-29303_E1	1/29/18 19:14	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110686.svs	WPRDUSBNR5BZ1
